,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,diff,coverted_usd
44987,U001,0200769623,WAL-MAR ,,2020.0,1930819777.0,2020-04-26,2020-05-11,2020-04-26,NAH4,not equal,15914.485999999999
44988,U001,0200772670,ASSOCIAT trust,,2020.0,1930745007.0,2020-04-03,2020-04-18,2020-04-03,NAU5,equal,19062.743
44991,U001,0200780383,MEIJ associates,,2020.0,1930774888.0,2020-04-10,2020-04-25,2020-04-10,NAA8,equal,14012.207999999999
44993,U001,200936373,SUPE ,,2020.0,1930688690.0,2020-03-23,2020-04-07,2020-03-23,NAA8,equal,12792.695999999998
44996,U001,0200780383,MEIJ associates,,2020.0,1930623075.0,2020-03-09,2020-03-24,2020-03-09,NAA8,equal,4185.9439999999995
45005,U001,0200418007,AM co,,2020.0,1930673452.0,2020-03-20,2020-04-04,2020-03-20,NAA8,not equal,62850.647999999994
45007,U001,0200769623,WAL-MAR corporation,,2020.0,1930777142.0,2020-04-11,2020-04-26,2020-04-11,NAH4,equal,6867.077
45010,U001,0200769623,WAL-MAR co,,2020.0,1930745530.0,2020-04-06,2020-04-21,2020-04-06,NAH4,not equal,912.541
45014,U001,0200769623,WAL-MAR us,,2020.0,1930586718.0,2020-03-04,2020-03-19,2020-03-04,NAH4,not equal,2657.97
45021,U001,0200706844,WINC llc,,2020.0,1930705951.0,2020-03-28,2020-04-12,2020-03-28,NAA8,not equal,5316.556
45026,U001,0200762301,C&S WH us,,2020.0,1930682662.0,2020-03-22,2020-04-06,2020-03-22,NAC6,not equal,197.04999999999998
45031,U001,CCU013,KRAFT F trust,,2020.0,1930559781.0,2020-02-28,2020-02-28,2020-02-28,NAX2,not equal,3670.191
45032,CA02,0140104409,LOB corporation,,2020.0,2960632277.0,2020-05-03,2020-05-14,2020-05-04,CA10,not equal,97665.96699999999
45034,U001,0200769623,WAL-MAR ,,2020.0,1930822370.0,2020-04-24,2020-05-09,2020-04-24,NAH4,equal,32664.408
45037,U001,0200712105,WALG systems,,2020.0,1930814943.0,2020-04-22,2020-05-07,2020-04-22,NAA8,equal,52542.854
45038,U001,0200769623,WAL-MAR associates,,2020.0,1930854056.0,2020-05-04,2020-05-19,2020-05-04,NAH4,not equal,6264.79
45042,U001,0200769623,WAL-MAR corp,,2020.0,1930613950.0,2020-03-07,2020-03-22,2020-03-07,NAH4,not equal,945.0699999999998
45045,U001,0200571849,US  corp,,2020.0,1930593816.0,2020-03-03,2020-03-18,2020-03-03,NAA8,equal,36684.193
45050,U001,0200769623,WAL-MAR associates,,2020.0,1930717351.0,2020-03-29,2020-04-13,2020-03-29,NAH4,not equal,4648.413
45059,U001,0200561861,CO in,,2020.0,1930784867.0,2020-04-16,2020-05-01,2020-04-16,NAA8,not equal,23101.266999999996
45066,U001,0200230690,DECA systems,,2020.0,1930586065.0,2020-03-02,2020-03-24,2020-03-01,NAM4,not equal,424.31199999999995
45068,U002,0200978592,PLAZA associates,,2020.0,1990572727.0,2020-05-01,2020-06-05,2020-05-01,NAG2,equal,24.534999999999997
45071,U001,0200706844,WINC corp,,2020.0,1930857040.0,2020-05-04,2020-05-19,2020-05-04,NAA8,equal,9415.048999999999
45079,U001,0200769369,DI in,,2020.0,1930797508.0,2020-04-17,2020-05-02,2020-04-17,NAA8,equal,56181.42599999999
45087,U001,0200772670,ASSOCIAT foundation,,2020.0,1930801671.0,2020-04-19,2020-05-04,2020-04-19,NAU5,equal,51970.17
45090,U001,0200797452,US  co,,2020.0,1930768500.0,2020-04-09,2020-04-29,2020-04-09,NAD1,equal,13961.402
45096,U001,0200772670,ASSOCIAT llc,,2020.0,1930736157.0,2020-04-02,2020-04-17,2020-04-02,NAU5,equal,4423.23
45099,U001,0100031704,DELHAIZE foundation,,2020.0,1930703348.0,2020-03-25,2020-04-09,2020-03-25,NAA8,equal,62639.185
45109,U013,0100024102,FELI ,,2020.0,1991841216.0,2020-03-16,2020-04-15,2020-03-16,NAVE,not equal,24751.433
45111,U001,0200704045,RA co,,2020.0,1930682079.0,2020-03-22,2020-04-06,2020-03-22,NAA8,not equal,13605.417
45114,U001,0200706844,WINC corporation,,2020.0,1930581615.0,2020-03-05,2020-03-20,2020-03-05,NAA8,not equal,11313.358
45119,U001,0200769623,WAL-MAR corporation,,2020.0,1930610335.0,2020-03-07,2020-03-22,2020-03-07,NAH4,not equal,8510.137999999999
45123,U001,0200769623,WAL-MAR ,,2020.0,1930713853.0,2020-03-28,2020-04-12,2020-03-28,NAH4,not equal,8928.009999999998
45135,U001,0200769623,WAL-MAR corporation,,2020.0,1930660197.0,2020-03-16,2020-03-31,2020-03-16,NAH4,not equal,2861.9149999999995
45143,U001,0200769623,WAL-MAR systems,,2020.0,1930779403.0,2020-04-12,2020-04-27,2020-04-12,NAH4,not equal,6098.813
45144,U001,0200792734,MDV/ associates,,2020.0,1930803585.0,2020-04-20,2020-05-05,2020-04-20,NAA8,not equal,49777.252
45146,U001,0200769623,WAL-MAR corp,,2020.0,1930759699.0,2020-04-09,2020-04-24,2020-04-09,NAH4,not equal,2861.9149999999995
45150,U001,0200290370,BARGAIN  foundation,,2020.0,1930747508.0,2020-04-10,2020-04-25,2020-04-10,NAA8,not equal,13537.796999999999
45151,U001,0200701314,MBM  llc,,2020.0,1930873905.0,2020-05-08,2020-05-23,2020-05-08,NAA8,not equal,13282.906
45153,U001,0200592182,DECA us,,2020.0,1930789481.0,2020-04-16,2020-04-24,2020-04-01,NAM4,not equal,3338.5170000000003
45159,CA02,0140105847,GORDON F foundation,,2020.0,2960625114.0,2020-03-28,2020-04-12,2020-04-02,CA10,not equal,833.189
45166,U001,0200769623,WAL-MAR corp,,2020.0,1930788178.0,2020-04-16,2020-05-01,2020-04-16,NAH4,not equal,20114.927
45176,U001,0200744019,TARG co,,2020.0,1930687092.0,2020-03-25,2020-04-09,2020-03-25,NAA8,not equal,9936.849999999999
45190,U001,0200769623,WAL-MAR in,,2020.0,1930618907.0,2020-03-08,2020-03-23,2020-03-08,NAH4,not equal,31482.380999999998
45191,U001,0200555117,BURR corporation,,2020.0,1930747074.0,2020-04-08,2020-04-23,2020-04-08,NAA8,not equal,38625.76899999999
45196,U001,0200704045,RA us,,2020.0,1930852131.0,2020-05-02,2020-05-17,2020-05-02,NAA8,equal,33030.473
45199,U001,0200769623,WAL-MAR us,,2020.0,1930846725.0,2020-05-02,2020-05-17,2020-05-02,NAH4,not equal,25327.217999999997
45208,U001,0200416837,DEC co,,2020.0,1930858921.0,2020-05-05,2020-05-24,2020-05-01,NAM4,not equal,3250.156
45227,U001,0200519201,KROGE systems,,2020.0,1930652580.0,2020-03-15,2020-03-30,2020-03-15,NAA8,not equal,75718.09
45233,U001,0200769623,WAL-MAR corp,,2020.0,1930713278.0,2020-03-28,2020-04-12,2020-03-28,NAH4,equal,2578.471
45238,U001,0200720238,WOODM foundation,,2020.0,1930630126.0,2020-03-11,2020-03-26,2020-03-11,NAA8,not equal,17662.238999999998
45252,U001,0200769623,WAL-MAR us,,2020.0,1930798907.0,2020-04-18,2020-05-03,2020-04-18,NAH4,not equal,8427.929999999998
45273,U001,0200769623,WAL-MAR in,,2020.0,1930872462.0,2020-05-07,2020-05-22,2020-05-07,NAH4,not equal,3860.4299999999994
45281,U001,0200769623,WAL-MAR co,,2020.0,1930746768.0,2020-04-05,2020-04-20,2020-04-05,NAH4,not equal,20752.521999999997
45283,U001,0200704858,WAKE foundation,,2020.0,1930665081.0,2020-03-20,2020-05-24,2020-03-20,NAGD,not equal,5050.213
45284,U001,0200769623,WAL-MAR us,,2020.0,1930716092.0,2020-03-30,2020-04-14,2020-03-30,NAH4,not equal,10733.394
45308,U001,0200729942,SA corporation,,2020.0,1930593681.0,2020-03-03,2020-03-18,2020-03-03,NAA8,equal,21263.851
45312,U001,200799367,MCL ,,2020.0,1930660586.0,2020-03-18,2020-04-02,2020-03-18,NAA8,not equal,55967.772000000004
45321,U001,0200769623,WAL-MAR corp,,2020.0,1930749431.0,2020-04-06,2020-04-21,2020-04-06,NAH4,not equal,348.621
45323,U001,0200704858,WAKE foundation,,2020.0,1930786380.0,2020-04-15,2020-04-30,2020-04-15,NAA8,not equal,28548.877
45325,U001,0200769623,WAL-MAR trust,,2020.0,1930709477.0,2020-03-27,2020-04-11,2020-03-27,NAH4,equal,31110.212
45329,U001,0200726979,BJ'S  us,,2020.0,1930724222.0,2020-03-31,2020-04-15,2020-03-31,NAA8,equal,138.635
45330,U001,0200790107,ROU corp,,2020.0,1930778854.0,2020-04-11,2020-04-26,2020-04-11,NAC6,equal,68336.88399999999
45333,U001,0200769623,WAL-MAR us,,2020.0,1930758967.0,2020-04-10,2020-04-25,2020-04-10,NAH4,not equal,226.14899999999997
45335,U001,0200762301,C&S WH llc,,2020.0,1930660967.0,2020-03-18,2020-04-02,2020-03-18,NAC6,not equal,40062.420999999995
45338,U001,0200230690,DECA in,,2020.0,1930808108.0,2020-04-21,2020-04-23,2020-04-16,NAM1,not equal,4529.433999999999
45340,U001,0200726979,BJ'S  corp,,2020.0,1930752827.0,2020-04-03,2020-04-18,2020-04-03,NAA8,not equal,358.337
45341,U001,0200744019,TARG in,,2020.0,1930822806.0,2020-04-25,2020-05-10,2020-04-25,NAA8,not equal,10236.365999999998
45343,U001,0200762301,C&S WH foundation,,2020.0,1930758673.0,2020-04-10,2020-04-25,2020-04-10,NAC6,not equal,17050.306
45351,U001,0200769623,WAL-MAR llc,,2020.0,1930774591.0,2020-04-11,2020-04-26,2020-04-11,NAH4,not equal,10193.442
45356,U001,0200148860,DOLLA ,,2020.0,1930780814.0,2020-04-13,2020-04-28,2020-04-13,NAA8,equal,38027.199
45357,U001,0200434439,BAUGH SU llc,,2020.0,1930632142.0,2020-03-10,2020-03-30,2020-03-10,NAD1,equal,65341.80099999999
45362,U001,0200769623,WAL-MAR us,,2020.0,1930780100.0,2020-04-13,2020-04-28,2020-04-13,NAH4,not equal,13974.891
45365,U001,0200726979,BJ'S  llc,,2020.0,1930852866.0,2020-05-02,2020-05-17,2020-05-02,NAA8,equal,75.082
45373,U001,0200759878,SA foundation,,2020.0,1930586729.0,2020-03-03,2020-05-07,2020-03-03,NAGD,not equal,4467.96
45376,U001,0200769623,WAL-MAR corp,,2020.0,1930717375.0,2020-03-30,2020-04-14,2020-03-30,NAH4,not equal,1730.519
45395,U001,0200875006,KROGER co,,2020.0,1930739386.0,2020-04-03,2020-04-18,2020-04-03,NAA8,equal,27565.222999999998
45398,U001,0200418007,AM ,,2020.0,1930649371.0,2020-03-18,2020-04-02,2020-03-18,NAA8,not equal,4363.646
45405,U001,0200793568,SUPE llc,,2020.0,1930733164.0,2020-04-03,2020-04-18,2020-04-03,NAA8,not equal,4676.2519999999995
45410,U001,0200526831,PERISH corporation,,2020.0,1930593612.0,2020-03-02,2020-03-17,2020-03-02,NAA8,not equal,78611.547
45413,U001,200762950,HAR co,,2020.0,1930720247.0,2020-03-30,2020-04-14,2020-03-30,NAA8,equal,19755.021999999997
45416,U001,0200769623,WAL-MAR in,,2020.0,1930840973.0,2020-04-30,2020-05-15,2020-04-30,NAH4,equal,28688.253999999997
45421,CA02,0140106181,THE  corporation,,2020.0,2960631220.0,2020-04-27,2020-05-08,2020-04-28,CA10,not equal,5802.299999999999
45431,U001,0200704858,WAKE corp,,2020.0,1930585463.0,2020-03-02,2020-03-17,2020-03-02,NAA8,not equal,76045.627
45438,U001,0200769623,WAL-MAR us,,2020.0,1930751087.0,2020-04-07,2020-04-22,2020-04-07,NAH4,not equal,2954.1329999999994
45440,U001,0200769623,WAL-MAR trust,,2020.0,1930671865.0,2020-03-20,2020-04-04,2020-03-20,NAH4,not equal,27753.908
45441,U001,0200794332,COST corp,,2020.0,1930855082.0,2020-05-05,2020-05-20,2020-05-05,NAAX,not equal,6360.228
45447,U001,0200794332,COST foundation,,2020.0,1930688565.0,2020-03-25,2020-04-09,2020-03-25,NAAX,not equal,9180.429999999998
45455,U001,0200752302,KROGER trust,,2020.0,1930845296.0,2020-04-30,2020-05-15,2020-04-30,NAA8,not equal,31685.142999999996
45458,U001,0200769623,WAL-MAR trust,,2020.0,1930601276.0,2020-03-05,2020-03-20,2020-03-05,NAH4,not equal,38517.199
45468,U001,0200772670,ASSOCIAT foundation,,2020.0,1930777974.0,2020-04-11,2020-04-26,2020-04-11,NAU5,equal,3172.841
45472,U001,0200705742,DOT us,,2020.0,1930654336.0,2020-03-16,2020-04-05,2020-03-16,NAD1,not equal,94363.129
45474,U001,0200794332,COST corporation,,2020.0,1930604673.0,2020-03-05,2020-03-20,2020-03-05,NAAX,equal,23825.990999999998
45479,U001,0200741174,M B  foundation,,2020.0,1930643353.0,2020-03-19,2020-04-08,2020-03-19,NAD1,not equal,16475.2
45482,U001,0200794332,COST in,,2020.0,1930765992.0,2020-04-09,2020-04-24,2020-04-09,NAAX,not equal,35985.327
45485,U001,0200592182,DECA trust,,2020.0,1930794439.0,2020-04-16,2020-04-24,2020-04-01,NAM4,not equal,2047.346
45488,U001,0200769623,WAL-MAR trust,,2020.0,1930829709.0,2020-04-28,2020-05-13,2020-04-28,NAH4,not equal,35767.018
45493,U001,0200769623,WAL-MAR in,,2020.0,1930624111.0,2020-03-09,2020-03-24,2020-03-09,NAH4,equal,1329.23
45498,U001,0200416837,DEC corp,,2020.0,1930810857.0,2020-04-22,2020-04-26,2020-04-16,NAM2,not equal,13492.528
45499,U001,0200769623,WAL-MAR foundation,,2020.0,1930828074.0,2020-04-28,2020-05-13,2020-04-28,NAH4,not equal,41060.59299999999
45505,U001,0100031704,DELHAIZE us,,2020.0,1930773405.0,2020-04-10,2020-04-25,2020-04-10,NAA8,equal,24798.284
45521,U001,0200769623,WAL-MAR llc,,2020.0,1930710405.0,2020-03-28,2020-04-12,2020-03-28,NAH4,not equal,299.73999999999995
45528,U001,0200769623,WAL-MAR associates,,2020.0,1930714534.0,2020-03-28,2020-04-12,2020-03-28,NAH4,equal,35380.365999999995
45530,U001,0200769623,WAL-MAR foundation,,2020.0,1930616769.0,2020-03-12,2020-03-27,2020-03-12,NAH4,not equal,4453.197
45536,U001,0200772670,ASSOCIAT in,,2020.0,1930622899.0,2020-03-10,2020-03-25,2020-03-10,NAU5,not equal,18205.082
45543,U001,0200803720,DEC corp,,2020.0,1930699154.0,2020-03-25,2020-04-08,2020-03-16,NAM4,not equal,4873.596
45547,U001,0200771157,WEIS associates,,2020.0,1930788239.0,2020-04-15,2020-04-30,2020-04-15,NAA8,equal,1586.753
45548,U001,0200769623,WAL-MAR ,,2020.0,1930717019.0,2020-03-29,2020-04-13,2020-03-29,NAH4,not equal,474.7049999999999
45563,U001,0200881076,ALBERT foundation,,2020.0,1930643274.0,2020-03-13,2020-03-28,2020-03-13,NAA8,not equal,45544.086
45567,U001,0200711029,WEGMAN in,,2020.0,1930732654.0,2020-04-02,2020-04-17,2020-04-02,NAA8,equal,21133.602
45572,U001,0200778870,C systems,,2020.0,1930700553.0,2020-03-26,2020-04-10,2020-03-26,NAA8,not equal,38750.242999999995
45579,U001,0200769623,WAL-MAR foundation,,2020.0,1930619704.0,2020-03-10,2020-03-25,2020-03-10,NAH4,not equal,49588.945
45583,U001,0200756072,REINHA systems,,2020.0,1930608434.0,2020-03-05,2020-03-20,2020-03-05,NAA8,equal,21542.724
45588,U001,0200776463,KROGE corporation,,2020.0,1930838665.0,2020-04-29,2020-05-14,2020-04-29,NAA8,equal,49615.208999999995
45591,U001,0100031704,DELHAIZE trust,,2020.0,1930802770.0,2020-04-22,2020-05-07,2020-04-22,NAA8,not equal,8950.963
45593,U001,0200744019,TARG co,,2020.0,1930796214.0,2020-04-18,2020-05-03,2020-04-18,NAA8,not equal,9122.113
45597,U001,0200762301,C&S WH corp,,2020.0,1930773167.0,2020-04-10,2020-04-25,2020-04-10,NAC6,equal,27931.904
45598,U001,0200769623,WAL-MAR corporation,,2020.0,1930862172.0,2020-05-08,2020-05-23,2020-05-08,NAH4,not equal,12036.233999999999
45601,U001,0200794332,COST in,,2020.0,1930783378.0,2020-04-15,2020-04-30,2020-04-15,NAAX,not equal,59325.091
45602,U001,0200769623,WAL-MAR llc,,2020.0,1930866272.0,2020-05-07,2020-05-22,2020-05-07,NAH4,not equal,1489.1449999999998
45604,CA02,0140104409,LOB in,,2020.0,2960625321.0,2020-03-30,2020-04-17,2020-04-07,CA10,not equal,58447.522
45609,U001,0200762301,C&S WH foundation,,2020.0,1930759702.0,2020-04-08,2020-04-23,2020-04-08,NAC6,not equal,26873.679
45616,U001,0200769623,WAL-MAR corporation,,2020.0,1930832903.0,2020-04-30,2020-05-15,2020-04-30,NAH4,not equal,30815.911
45625,U001,0100056666,KGL FOO ,,2020.0,1930782006.0,2020-04-14,2020-04-14,2020-04-14,NAB1,not equal,25312.167999999998
45633,U001,200714710,SYSCO  co,,2020.0,1930844571.0,2020-05-07,2020-05-22,2020-05-07,NAA8,not equal,9523.122
45639,U001,0200769623,WAL-MAR systems,,2020.0,1930729405.0,2020-04-01,2020-04-16,2020-04-01,NAH4,equal,42402.129
45642,CA02,0140104409,LOB associates,,2020.0,2960622864.0,2020-03-23,2020-04-09,2020-03-30,CA10,not equal,36132.613999999994
45643,U001,0200794332,COST corporation,,2020.0,1930592892.0,2020-03-04,2020-03-19,2020-03-04,NAAX,not equal,1404.1019999999999
45658,U001,0200455322,PEA associates,,2020.0,1930693133.0,2020-03-24,2020-04-23,2020-03-24,NAD5,equal,34865.95
45664,CA02,140104440,SO associates,,2020.0,2960629550.0,2020-04-22,2020-05-02,2020-04-22,CA10,equal,40761.119
45665,U001,0200886415,COSTCO llc,,2020.0,1930814694.0,2020-04-28,2020-05-13,2020-04-28,NAA8,not equal,2042.7119999999998
45673,U001,0200387240,O foundation,,2020.0,1930567449.0,2020-03-03,2020-03-13,2020-03-03,NA10,not equal,3759.0209999999997
45677,U001,0200726979,BJ'S  foundation,,2020.0,1930841997.0,2020-04-30,2020-05-15,2020-04-30,NAA8,equal,266.539
45679,U001,0200762301,C&S WH llc,,2020.0,1930685801.0,2020-03-22,2020-04-06,2020-03-22,NAC6,equal,82306.798
45682,CA02,0140104429,COSTCO associates,,2020.0,2960631299.0,2020-05-04,2020-05-14,2020-05-04,CA10,equal,28519.925
45685,U001,0200799342,MITCH corp,,2020.0,1930871193.0,2020-05-07,2020-05-22,2020-05-07,NAA8,equal,9983.896999999999
45687,U001,0200769623,WAL-MAR ,,2020.0,1930750710.0,2020-04-05,2020-04-20,2020-04-05,NAH4,not equal,8563.484999999999
45688,U001,0200418007,AM trust,,2020.0,1930779664.0,2020-04-15,2020-04-30,2020-04-15,NAA8,not equal,1358.4759999999999
45692,U001,200769623,WAL-MAR llc,,2020.0,1930833450.0,2020-04-29,2020-05-14,2020-04-29,NAH4,not equal,6660.871
45695,U001,0200769623,WAL-MAR llc,,2020.0,1930819202.0,2020-04-24,2020-05-09,2020-04-24,NAH4,not equal,930.4609999999999
45696,U001,0200726979,BJ'S  us,,2020.0,1930789728.0,2020-04-16,2020-05-01,2020-04-16,NAA8,not equal,466.074
45706,U001,0200820380,SMITH'S ,,2020.0,1930685032.0,2020-03-24,2020-04-08,2020-03-24,NAA8,not equal,11618.992
45708,U001,0200770677,KRAS trust,,2020.0,1930724990.0,2020-04-01,2020-04-16,2020-04-01,NAA8,not equal,44518.74
45711,CA02,0140104249,SOB corporation,,2020.0,2960626277.0,2020-04-05,2020-04-24,2020-04-14,CA10,not equal,74766.587
45722,U001,0200152991,JET us,,2020.0,1930787545.0,2020-04-16,2020-05-01,2020-04-16,NAA8,not equal,7295.3369999999995
45727,U001,0200772670,ASSOCIAT llc,,2020.0,1930777596.0,2020-04-10,2020-04-25,2020-04-10,NAU5,not equal,40805.59
45736,U001,0200769623,WAL-MAR us,,2020.0,1930670596.0,2020-03-19,2020-04-03,2020-03-19,NAH4,equal,19358.178
45737,U001,0200707822,PUBLI corp,,2020.0,1930646951.0,2020-03-13,2020-03-28,2020-03-13,NAA8,equal,7296.960999999999
45738,U001,0200508557,FOODL systems,,2020.0,1930740025.0,2020-04-10,2020-04-25,2020-04-10,NAA8,not equal,826.0419999999999
45740,CA02,0140106408,WAL-M llc,,2020.0,2960617659.0,2020-03-03,2020-03-14,2020-03-04,CA10,not equal,33800.291
45741,U001,0200769623,WAL-MAR corp,,2020.0,1930646857.0,2020-03-15,2020-03-30,2020-03-15,NAH4,not equal,8775.459
45745,CA02,0140104440,SO foundation,,2020.0,2960623788.0,2020-03-27,2020-04-06,2020-03-27,CA10,equal,56319.564
45750,U001,0200763814,SYSCO F systems,,2020.0,1930580890.0,2020-02-28,2020-03-19,2020-02-28,NAD1,equal,16637.264
45752,U001,CCCA02,KRAFT  co,,2020.0,1930615295.0,2020-03-09,2020-04-13,2020-03-09,NAG2,not equal,8137.584
45760,U001,0100001196,DOLLAR trust,,2020.0,1930815458.0,2020-04-24,2020-05-09,2020-04-24,NAA8,not equal,43709.253
45764,U001,0200769623,WAL-MAR systems,,2020.0,1930858355.0,2020-05-07,2020-05-22,2020-05-07,NAH4,not equal,33983.831
45770,U001,0200980828,BEN E associates,,2020.0,1930648223.0,2020-03-16,2020-03-31,2020-03-16,NAA8,not equal,13469.75
45771,U001,0200769623,WAL-MAR trust,,2020.0,1930584479.0,2020-03-01,2020-03-16,2020-03-01,NAH4,not equal,15601.312999999998
45783,U001,0200769623,WAL-MAR ,,2020.0,1930650987.0,2020-03-14,2020-03-29,2020-03-14,NAH4,equal,38172.981
45791,U001,0200769623,WAL-MAR co,,2020.0,1930581325.0,2020-02-29,2020-03-15,2020-02-29,NAH4,not equal,1718.941
45792,U001,0200744019,TARG corporation,,2020.0,1930823426.0,2020-04-25,2020-05-10,2020-04-25,NAA8,not equal,7686.286999999999
45794,U001,0200020431,DEC co,,2020.0,1930860119.0,2020-05-05,2020-05-24,2020-05-01,NAM4,not equal,148.68
45799,U001,0200743123,KROGER co,,2020.0,1930826528.0,2020-04-25,2020-05-10,2020-04-25,NAA8,equal,113911.049
45803,U001,0200418007,AM llc,,2020.0,1930726877.0,2020-04-01,2020-06-05,2020-04-01,NAGD,equal,24861.312
45807,U001,0200794332,COST in,,2020.0,1930646630.0,2020-03-13,2020-03-28,2020-03-13,NAAX,not equal,14389.997999999998
45816,U001,0200769623,WAL-MAR llc,,2020.0,1930752145.0,2020-04-07,2020-04-22,2020-04-07,NAH4,not equal,9994.208
45818,CA02,0140106408,WAL-M us,,2020.0,2960626400.0,2020-04-02,2020-04-12,2020-04-02,CA10,equal,3461.269
45823,U001,0200769623,WAL-MAR trust,,2020.0,1930619426.0,2020-03-10,2020-03-25,2020-03-10,NAH4,not equal,27723.493
45836,U002,0200978592,PLAZA ,,2020.0,1990572800.0,2020-03-19,2020-04-23,2020-03-19,NAG2,not equal,46865.441
45838,U001,0200769623,WAL-MAR llc,,2020.0,1930604956.0,2020-03-06,2020-03-21,2020-03-06,NAH4,not equal,6679.784999999999
45845,U001,0200769623,WAL-MAR trust,,2020.0,1930676009.0,2020-03-22,2020-04-06,2020-03-22,NAH4,not equal,47381.131
45846,U001,0200974851,RESTA trust,,2020.0,1930874161.0,2020-05-06,2020-05-21,2020-05-06,NAA8,not equal,607.2009999999999
45847,U001,0200769623,WAL-MAR llc,,2020.0,1930642567.0,2020-03-13,2020-03-28,2020-03-13,NAH4,not equal,37118.753
45851,U001,0200769623,WAL-MAR trust,,2020.0,1930847475.0,2020-05-03,2020-05-18,2020-05-03,NAH4,not equal,21988.554
45857,U001,CCU013,KRAFT F foundation,,2020.0,1930582808.0,2020-03-01,2020-03-01,2020-03-01,NAX2,not equal,14037.24
45866,U001,0200418007,AM co,,2020.0,1930780189.0,2020-04-15,2020-04-30,2020-04-15,NAA8,not equal,951.454
45867,U001,200769623,WAL-MAR corporation,,2020.0,1930877224.0,2020-05-08,2020-05-23,2020-05-08,NAH4,not equal,19247.773999999998
45881,U001,CCU002,KRFT FDS trust,,2020.0,1930559991.0,2020-02-28,2020-04-03,2020-02-28,NAG2,not equal,37558.401999999995
45900,U001,0200769623,WAL-MAR corp,,2020.0,1930651429.0,2020-03-16,2020-03-31,2020-03-16,NAH4,not equal,10775.107
45909,U001,0200769623,WAL-MAR trust,,2020.0,1930797972.0,2020-04-17,2020-05-02,2020-04-17,NAH4,equal,21328.244
45911,U001,0200769623,WAL-MAR llc,,2020.0,1930714155.0,2020-03-29,2020-04-13,2020-03-29,NAH4,not equal,9608.641
45913,U001,0200794332,COST corporation,,2020.0,1930760927.0,2020-04-10,2020-04-25,2020-04-10,NAAX,not equal,20204.897999999997
45914,U001,0200786288,FAMILY co,,2020.0,1930794559.0,2020-04-17,2020-05-02,2020-04-17,NAC6,not equal,10109.603
45918,U001,CCU013,KRAFT F foundation,,2020.0,1930615270.0,2020-03-10,2020-03-10,2020-03-10,NAX2,not equal,2933.5879999999997
45919,U001,0200592182,DECA associates,,2020.0,1930893510.0,2020-05-12,2020-05-24,2020-05-01,NAM4,not equal,327.51599999999996
45920,CA02,0140106372,G T  llc,,2020.0,2960624331.0,2020-03-25,2020-04-05,2020-03-26,CA10,not equal,79872.814
